Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross
1193,2004-12-25,Fat Albert,45000000,48563556,48114556
3292,2004-12-25,Darkness,10600000,34409206,22163442
1844,2004-12-29,The Merchant of Venice,30000000,18765585,3765585
1982,2004-12-29,In Good Company,26000000,63489752,45489752
1690,2004-12-31,George and the Dragon,32000000,0,0
3565,2004-12-31,The I Inside,8800000,0,0
5251,2004-12-31,Samantha: An American Girl Holiday,200000,0,0
1310,2005-01-04,Sin City,40000000,158527918,74103820
2057,2005-01-06,The Sisterhood of the Traveling Pants,25000000,41560117,39053061
1215,2005-01-07,Rebound,45000000,17492014,16809014
3933,2005-01-07,De battre mon coeur s'est arrêté,5500000,8589831,1023424
5002,2005-01-07,Undead,750000,229250,41196
746,2005-01-14,Elektra,65000000,56409722,24409722
1178,2005-01-14,Coach Carter,45000000,76665507,67264877
1763,2005-01-14,Racing Stripes,30000000,89955540,49772522
1809,2005-01-19,Assault On Precinct 13,30000000,36040895,20040895
2321,2005-01-21,Are We There Yet?,20000000,98114471,82674398
5122,2005-01-21,Gory Gory Hallelujah,425000,12604,12604
2042,2005-01-28,Hide and Seek,25000000,123696741,51100486
2478,2005-01-28,Alone in the Dark,20000000,8178569,5178569
4070,2005-01-28,Fascination,5000000,83356,16670
5318,2005-01-28,"Peace, Propaganda and the Promised Land",70000,4930,4930
555,2005-02-09,A Sound of Thunder,80000000,6300451,1900451
1672,2005-02-09,The Transporter 2,32000000,88978458,43095856
2134,2005-02-09,Underclassman,25000000,5654777,5654777
955,2005-02-12,Aeon Flux,55000000,53913573,25857987
363,2005-02-18,Son of the Mask,100000000,59918422,17018422
591,2005-02-18,Constantine,75000000,221594911,75976178
2837,2005-02-18,Because of Winn-Dixie,15000000,33508485,32647042
3025,2005-02-18,Der Untergang,13500000,93631744,5501940
1097,2005-02-25,Man of the House,50000000,22099706,19699706
1590,2005-02-25,Cursed,35000000,25114901,19294901
3923,2005-02-25,Diary of a Mad Black Woman,5500000,50458356,50406346
435,2005-03-06,Cinderella Man,88000000,105021488,61649911
2120,2005-03-06,The Lords of Dogtown,25000000,13424365,11273517
4868,2005-03-08,Junebug,1000000,3553253,2678010
1028,2005-03-18,The Ring Two,50000000,161941727,75941727
2084,2005-03-18,Ice Princess,25000000,25732334,24381334
2501,2005-03-18,Steamboy,20000000,10468867,468867
4920,2005-03-18,The Helix…Loaded,1000000,3700,3700
829,2005-03-24,Miss Congeniality 2: Armed and Fabulous,60000000,101382396,48478006
1527,2005-03-25,Guess Who,35000000,102115888,68915888
4290,2005-03-25,D.E.B.S.,3500000,96793,96793
4394,2005-03-25,Oldboy,3000000,6239723,707391
4727,2005-03-25,The Ballad of Jack and Rose,1500000,1126258,712294
2062,2005-03-30,Beauty Shop,25000000,38351350,36351350
2345,2005-04-02,Boogeyman,20000000,67192859,46752382
2838,2005-04-02,The Wedding Date,15000000,47175038,31726995
596,2005-04-03,Be Cool,75000000,94944017,55849401
903,2005-04-03,The Pacifier,56000000,198006880,113006880
1880,2005-04-03,The Jacket,28500000,15452978,6301131
4109,2005-04-03,Dear Frankie,4600000,3099369,1340891
628,2005-04-11,Jarhead,72000000,96947540,62647540
779,2005-04-11,Chicken Little,60000000,310043823,135386665
4704,2005-04-11,I Love Your Work,1600000,3264,3264
4747,2005-04-11,Wal-Mart: The High Cost of Low Price,1500000,58692,0
5137,2005-04-11,Show Me,400000,0,0
2558,2005-04-15,The Amityville Horror,18500000,109175673,65233369
4593,2005-04-15,House of D,2000000,466106,388532
4600,2005-04-15,It's All Gone Pete Tong,2000000,2226603,120620
418,2005-04-22,The Interpreter,90000000,162753837,72708161
2089,2005-04-22,A Lot Like Love,25000000,41921590,21835784
2139,2005-04-22,King's Ransom,25000000,4049527,4008527
2502,2005-04-22,The Game of Their Lives,20000000,375474,375474
2783,2005-04-22,Madison,15500000,517262,517262
858,2005-04-29,XXX: State of the Union,60000000,71073932,26873932
1191,2005-04-29,The Hitchhiker's Guide to the Galaxy,45000000,102746214,51019112
4758,2005-04-29,Holy Girl,1400000,1261792,304124
5350,2005-04-29,Funny Ha Ha,30000,82698,77070
977,2005-05-08,The Dukes of Hazzard,53000000,109848461,80270227
3206,2005-05-08,2046,12000000,19287485,1442338
3794,2005-05-08,The Chumscrubber,6800000,49526,49526
3950,2005-05-08,Saint Ralph,5200000,1695126,795126
5391,2005-05-08,My Date With Drew,1100,181041,181041
1751,2005-05-10,Wallace & Gromit: The Curse of the Were-Rabbit,30000000,197593152,56068547
4714,2005-05-10,The Squid and the Whale,1500000,11191423,7372734
1172,2005-05-13,Monster-in-Law,45000000,155931301,82931301
1190,2005-05-13,Kicking and Screaming,45000000,55842724,52842724
1242,2005-05-13,Danny the Dog,43000000,49037621,24537621
1961,2005-05-13,Mindhunters,27000000,16566235,4476235
3813,2005-05-13,Layer Cake,6500000,11745931,2339957
5052,2005-05-13,Mad Hot Ballroom,500000,9387581,8117961
273,2005-05-19,Star Wars Ep. III: Revenge of the Sith,115000000,848998877,380270577
482,2005-05-27,The Longest Yard,82000000,190320568,158119460
578,2005-05-27,Madagascar,75000000,556559566,193595521
4486,2005-05-27,Saving Face,2500000,1269705,1187266
305,2005-06-05,Kingdom of Heaven,110000000,218853353,47398413
1565,2005-06-05,House of Wax,35000000,70064800,32064800
3701,2005-06-05,Crash,7303082,101173038,55334418
5172,2005-06-05,Fighting Tommy Riley,300000,10514,10514
146,2005-06-15,Batman Begins,150000000,359142722,205343774
3369,2005-06-17,The Perfect Man,10000000,19535005,16535005
4571,2005-06-17,Me and You and Everyone We Know,2000000,9615464,3885134
4690,2005-06-17,My Summer of Love,1700000,4727375,1000915
1037,2005-06-22,Herbie: Fully Loaded,50000000,144110682,66010682
527,2005-06-24,Bewitched,80000000,131159306,63313159
2556,2005-06-24,George A. Romero's Land of the Dead,18975000,47751015,20700082
4303,2005-06-24,La marche de l'empereur,3400000,133276359,77437223
4691,2005-06-24,Yes,1700000,661221,396035
5011,2005-06-24,Rize,700000,4857731,3278611
209,2005-06-29,War of the Worlds,132000000,606836535,234280354
3313,2005-07-01,White Noise,10000000,92094360,56094360
4672,2005-07-01,Travellers and Magicians,1800000,1322161,506793
5247,2005-07-01,Solitude,200000,6260,6260
2396,2005-07-10,2 For the Money,20000000,30491379,22991379
3718,2005-07-10,"Good Night, and Good Luck",7000000,56586901,31501218
4823,2005-07-10,Waiting...,1125000,18673274,16124543
2136,2005-07-12,The World's Fastest Indian,25000000,18991288,5128124
5388,2005-07-13,Return to the Land of Wonders,5000,1338,1338
143,2005-07-15,Charlie and the Chocolate Factory,150000000,475825484,206459076
1277,2005-07-15,The Wedding Crashers,40000000,283218368,209218368
5164,2005-07-15,First Morning,300000,87264,87264
5201,2005-07-15,On the Outs,250000,237816,49772
269,2005-07-22,The Island,120000000,163018913,35818913
1563,2005-07-22,The Bad News Bears,35000000,33500620,32868349
3730,2005-07-22,The Devil's Rejects,7000000,20940428,17044981
4444,2005-07-22,Hustle & Flow,2800000,23591783,22202809
5196,2005-07-22,November,250000,191862,191862
195,2005-07-29,Stealth,138000000,76416746,32116746
1530,2005-07-29,Sky High,35000000,83109359,63939454
1546,2005-07-29,Must Love Dogs,35000000,58405313,43894863
178,2005-08-04,Sahara,145000000,121671925,68671925
1350,2005-08-04,Fever Pitch,40000000,50071069,42071069
2418,2005-08-04,Kung Fu Hustle,20000000,102034104,17104669
436,2005-08-07,Fantastic Four,87500000,330717080,154696080
861,2005-08-07,Dark Water,60000000,49473093,25473093
5146,2005-08-07,Murderball,350000,1772979,1531154
1846,2005-08-17,Supercross,30000000,3252550,3102550
1588,2005-08-19,Valiant,35000000,64188387,19478106
1968,2005-08-19,The 40 Year-old Virgin,26000000,177344230,109449237
1976,2005-08-19,Red Eye,26000000,96666486,57891803
536,2005-08-26,The Brothers Grimm,80000000,105299638,37899638
1824,2005-08-26,The Cave,30000000,27147991,15007991
3544,2005-08-26,Undiscovered,9000000,1069318,1069318
2004,2005-08-31,The Constant Gardener,25500000,86301599,33579798
1837,2005-09-09,An Unfinished Life,30000000,18535575,8535575
2460,2005-09-09,The Man,20000000,10393696,8330720
2571,2005-09-09,The Exorcism of Emily Rose,18000000,144529078,75072454
5244,2005-09-09,Side Effects,200000,44701,44701
1371,2005-09-11,Get Rich or Die Tryin',40000000,46666955,30981850
72,2005-09-12,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,720539572,291710957
460,2005-09-12,Memoirs of a Geisha,85000000,161510853,57010853
2448,2005-09-12,Mrs. Henderson Presents,20000000,27836366,11036366
3016,2005-09-12,Brokeback Mountain,13900000,177012173,83043761
4776,2005-09-12,Neal n' Nikki,1300000,329621,100358
887,2005-09-16,Just Like Heaven,58000000,100687083,48318130
1263,2005-09-16,Lord of War,42000000,60437727,24149632
2147,2005-09-16,Venom,25000000,881745,881745
2467,2005-09-16,Proof,20000000,8284331,7535331
4206,2005-09-16,Thumbsucker,4000000,1919197,1328679
4851,2005-09-16,Cry Wolf,1000000,15943081,10047674
4907,2005-09-16,Chocolate: Deep Dark Secrets,1000000,1549000,49000
753,2005-09-23,Oliver Twist,65000000,26670920,2070920
923,2005-09-23,Flightplan,55000000,214392904,89706988
1678,2005-09-23,A History of Violence,32000000,61477797,31493782
1753,2005-09-23,The Corpse Bride,30000000,114770654,53359111
3366,2005-09-23,Roll Bounce,10000000,17433072,17380866
3663,2005-09-23,Dear Wendy,8000000,446438,23106
4701,2005-09-23,Dil Jo Bhi Kahey...,1600000,129319,129319
4932,2005-09-23,Proud,1000000,0,0
4742,2005-09-28,Forty Shades of Blue,1500000,172569,75828
1100,2005-09-30,Into the Blue,50000000,41982227,18782227
1441,2005-09-30,Serenity,39000000,40319440,25514517
2104,2005-09-30,The Greatest Game Ever Played,25000000,15468266,15331289
3208,2005-09-30,Duma,12000000,994790,870067
3719,2005-09-30,Capote,7000000,49924079,28750530
4208,2005-09-30,MirrorMask,4000000,973613,864959
4414,2005-09-30,My Big Fat Independent Movie,3000000,4655,4655
284,2005-10-06,Mr. and Mrs. Smith,110000000,486124090,186336279
1066,2005-10-06,The Adventures of Sharkboy and Lavagirl in 3-D,50000000,69425966,39177684
1954,2005-10-06,The Honeymooners,27000000,13174426,12834849
2191,2005-10-06,Hauru no ugoku shiro,24000000,237814327,4710455
2194,2005-10-06,The Bridge of San Luis Rey,24000000,1696765,49981
4441,2005-10-06,High Tension,2850000,6435262,3681066
5135,2005-10-13,The Dark Hours,400000,423,423
974,2005-10-14,Elizabethtown,54000000,50719373,26850426
1108,2005-10-14,Domino,50000000,22969202,10169202
2148,2005-10-14,Where the Truth Lies,25000000,1415656,872142
2592,2005-10-14,The Fog,18000000,37048526,29511112
673,2005-10-21,Doom,70000000,54612337,28212337
1677,2005-10-21,Dreamer: Inspired by a True Story,32000000,39498360,33022286
1814,2005-10-21,North Country,30000000,23676771,18324242
2912,2005-10-21,"Kiss Kiss, Bang Bang",15000000,16829464,4235837
3685,2005-10-21,Shopgirl,7500000,11758418,10284523
3815,2005-10-21,The Work and the Glory: American Zion,6500000,2025032,2025032
5082,2005-10-21,The Californians,500000,4134,4134
532,2005-10-28,The Legend of Zorro,80000000,141475336,45575336
2442,2005-10-28,The Weather Man,20000000,15466961,12482775
3957,2005-10-28,Saw II,5000000,152925093,87025093
908,2005-11-02,Hitch,55000000,366784257,177784257
2413,2005-11-02,Pooh's Heffalump Movie,20000000,55686944,18098433
3746,2005-11-02,Bride & Prejudice,7000000,25269040,6601079
4588,2005-11-02,Inside Deep Throat,2000000,691880,691880
499,2005-11-03,Robots,80000000,260700012,128200012
607,2005-11-03,Hostage,75000000,77636443,34636443
3166,2005-11-03,The Upside of Anger,12000000,28915761,18761993
744,2005-11-11,Zathura,65000000,58545540,28045540
1905,2005-11-11,Pride & Prejudice,28000000,126549607,38372662
2245,2005-11-11,Derailed,22000000,57520063,36020063
138,2005-11-18,Harry Potter and the Goblet of Fire,150000000,896911078,290013036
1865,2005-11-18,Walk the Line,29000000,187707495,119519402
1047,2005-11-23,Syriana,50000000,92690959,50824620
1189,2005-11-23,"Yours, Mine and Ours",45000000,72359917,53359917
1375,2005-11-23,Rent,40000000,31670620,29077547
2271,2005-11-23,The Libertine,22000000,9448623,4835065
873,2005-12-08,The Great Raid,60000000,10597070,10166502
1342,2005-12-08,The Skeleton Key,40000000,92256918,47907715
1733,2005-12-08,Four Brothers,30000000,92494381,74494381
2252,2005-12-08,Deuce Bigalow: European Gigolo,22000000,45273464,22400154
3898,2005-12-08,11:14,6000000,0,0
35,2005-12-14,King Kong,207000000,550517357,218080025
2909,2005-12-14,Los tres entierros de Melquiades Estrada,15000000,13454474,5027684
1213,2005-12-16,The Producers: The Movie Musical,45000000,32952995,19398532
2574,2005-12-16,The Family Stone,18000000,92357499,60062868
189,2005-12-21,Fun With Dick And Jane,140000000,203018919,110550000
797,2005-12-21,Cheaper by the Dozen 2,60000000,135015330,82571173
2770,2005-12-21,The White Countess,16000000,2814566,1669971
597,2005-12-23,Munich,75000000,131492772,47379090
3639,2005-12-23,Caché,8000000,19891331,3647381
665,2005-12-25,Rumor Has It,70000000,88933562,42996140
1828,2005-12-25,The New World,30000000,26184400,12712093
4825,2005-12-25,Wolf Creek,1100000,29005064,16186348
2854,2005-12-28,Match Point,15000000,87973835,23089926
3380,2005-12-30,The Matador,10000000,17300838,12589255
2944,2005-12-31,Dungeons & Dragons: Wrath of the Dragon God,15000000,909822,0
4531,2005-12-31,Chicken Tikka Masala,2160000,37865,0
5091,2005-12-31,Insomnia Manica,500000,0,0
5335,2005-12-31,The Call of Cthulhu,50000,0,0
3152,2006-01-09,Crank,12000000,43924923,27838408
3916,2006-01-09,Crossover,5600000,7009668,7009668
4451,2006-01-09,Lage Raho Munna Bhai,2700000,31517561,2217561
4511,2006-01-09,Idiocracy,2400000,500296,444093
5349,2006-01-09,Mutual Appreciation,30000,103509,103509
4295,2006-01-10,The Secret,3500000,0,0
1553,2006-01-12,The Nativity Story,35000000,46309644,37629831
3400,2006-01-12,Turistas,10000000,14321070,7027762
1198,2006-01-13,Last Holiday,45000000,43343247,38399961
1769,2006-01-13,Glory Road,30000000,42799060,42647449
2659,2006-01-13,Hoodwinked,17500000,109843390,51386611
1182,2006-01-20,Underworld: Evolution,45000000,113417762,62318875
3383,2006-01-20,End of the Spear,10000000,11924041,11748661
4854,2006-01-20,Transamerica,1000000,16553163,9015303
1316,2006-01-27,Big Momma's House 2,40000000,137047376,70165972
2045,2006-01-27,Nanny McPhee,25000000,128745578,47279279
2957,2006-01-27,Manderlay,14200000,543306,74205
3673,2006-01-27,Imagine Me & You,7900000,3129471,672243
3943,2006-01-27,Rang De Basanti,5300000,29197694,2197694
4100,2006-01-27,Tristram Shandy: A Cock and Bull Story,4750000,3061763,1253413
4700,2006-01-27,Bubble,1600000,145382,145382
989,2006-02-06,The Break-Up,52000000,205727307,118703275
2923,2006-02-06,Banlieue 13,15000000,11599903,1200216
3424,2006-02-06,Peaceful Warrior,10000000,3260179,2893666
5369,2006-02-06,The Puffy Chair,15000,195254,194523
5126,2006-02-08,Quinceanera,400000,2797199,1692693
1305,2006-02-17,Eight Below,40000000,120455994,81612565
2341,2006-02-17,Date Movie,20000000,85146165,48548426
4155,2006-02-17,Nochnoy dozor,4200000,33913542,1502188
4289,2006-02-17,Winter Passing,3500000,113783,107492
2466,2006-02-24,Doogal,20000000,28058652,7578946
2702,2006-02-24,Running Scared,17000000,9729088,6855137
3312,2006-02-24,Madea's Family Reunion,10000000,63320521,63257940
4387,2006-02-24,Tsotsi,3000000,11537539,2912606
2815,2006-03-02,When a Stranger Calls,15000000,67215435,47860214
1199,2006-03-03,16 Blocks,45000000,65595141,36895141
1813,2006-03-03,Ultraviolet,30000000,30962112,18522064
2275,2006-03-03,Joyeux Noël,22000000,23134075,1054361
3167,2006-03-03,Aquamarine,12000000,22978953,18597342
4355,2006-03-03,Dave Chappelle's Block Party,3000000,12051924,11718595
171,2006-03-11,Flushed Away,149000000,179357126,64665672
2565,2006-03-11,Borat,18000000,261443242,128505958
3502,2006-03-11,Volver,9400000,87226613,12899867
4262,2006-03-11,Unknown,3700000,3355048,26403
1033,2006-03-17,V for Vendetta,50000000,130214162,70511035
2067,2006-03-17,She's the Man,25000000,55279608,33889159
3084,2006-03-17,Find Me Guilty,13000000,2898225,1173673
3680,2006-03-17,Thank You For Smoking,7500000,40016662,24793509
4407,2006-03-17,Sommersturm,3000000,95204,95204
4748,2006-03-17,Fetching Cody,1500000,0,0
1023,2006-03-24,Inside Man,50000000,185798265,88634237
2395,2006-03-24,Stay Alive,20000000,23187506,23086480
2694,2006-03-24,Larry the Cable Guy: Health Inspector,17000000,15680099,15680099
4437,2006-03-24,Boynton Beach Club,2900000,3127472,3127472
5070,2006-03-24,Lonesome Jim,500000,602789,154187
577,2006-03-31,Ice Age: The Meltdown,75000000,651899282,195330621
685,2006-03-31,Basic Instinct 2,70000000,35417162,5946136
2691,2006-03-31,ATL,17000000,21170563,21170563
2786,2006-03-31,Slither,15250000,12930343,7802450
4490,2006-03-31,Marilyn Hotchkiss' Ballroom Dancing and Charm School,2500000,497195,349132
5112,2006-03-31,Brick,450000,4243996,2075743
4132,2006-04-05,Chinjeolhan geumjassi,4500000,23471871,211667
618,2006-04-08,Talladega Nights: The Ballad of Ricky Bobby,73000000,162870525,148213377
998,2006-04-08,Barnyard: The Original Party Animals,51000000,118583844,72779000
3627,2006-04-08,"Bon Cop, Bad Cop",8000000,12740705,12671300
3721,2006-04-08,The Descent,7000000,57051053,26024456
4190,2006-04-08,The Night Listener,4000000,10770993,7836393
4579,2006-04-10,Shortbus,2000000,1985292,1985292
538,2006-04-14,The Wild,80000000,99010667,37384046
1297,2006-04-14,Scary Movie 4,40000000,178710620,90710620
4951,2006-04-14,Hard Candy,950000,8267066,1024640
845,2006-04-21,The Sentinel,60000000,78080697,36280697
1056,2006-04-21,Silent Hill,50000000,94704227,46982632
2700,2006-04-21,American Dreamz,17000000,16510971,7314027
4922,2006-04-21,In Her Line of Fire,1000000,884,884
927,2006-04-28,R.V.,55000000,87524497,71724497
2383,2006-04-28,Stick It,20000000,30399714,26910736
2590,2006-04-28,United 93,18000000,77635035,31567134
3494,2006-04-28,The Lost City,9600000,5256839,2484186
3617,2006-04-28,Akeelah and the Bee,8000000,18959424,18848430
4371,2006-04-28,Water,3000000,11322573,5529144
5373,2006-04-28,Grip: A Criminal's Story,12000,1336,1336
5376,2006-04-28,Clean,10000,138711,138711
155,2006-05-05,Mission: Impossible III,150000000,397501348,133501348
1848,2006-05-05,Wu ji,30000000,35869934,669625
2491,2006-05-05,The Proposition,20000000,5313608,1903434
2901,2006-05-05,Hoot,15000000,8224998,8117637
2983,2006-05-05,An American Haunting,14000000,30443277,16298046
3649,2006-05-05,Down in the Valley,8000000,973443,568932
3526,2006-05-12,Black Christmas,9000000,16235738,16235738
236,2006-05-19,The Da Vinci Code,125000000,767820459,217536138
493,2006-05-19,Over the Hedge,80000000,343397247,155019340
3625,2006-05-19,See No Evil,8000000,18828036,15032800
4159,2006-05-23,High School Musical,4200000,0,0
4845,2006-05-24,An Inconvenient Truth,1000000,52769915,24146161
32,2006-05-26,X-Men: The Last Stand,210000000,459359555,234362462
5385,2006-05-26,Cavite,7000,71644,70071
2142,2006-06-01,BloodRayne,25000000,3605420,2405420
3216,2006-06-01,Fateless,12000000,196857,196857
4030,2006-06-01,Grandma's Boy,5000000,6590172,6090172
4097,2006-06-01,Hostel,4800000,82241110,47326473
2036,2006-06-06,The Omen,25000000,119295584,54607383
402,2006-06-10,The Departed,90000000,289660619,132384315
2734,2006-06-10,The Texas Chainsaw Massacre: The Beginning,16000000,50517763,39517763
2999,2006-06-10,Little Children,14000000,14121177,5463019
3346,2006-06-10,Employee of the Month,10000000,38364855,28444855
4400,2006-06-10,Love's Abiding Joy,3000000,252726,252726
459,2006-06-16,The Fast and the Furious: Tokyo Drift,85000000,157794205,62615510
857,2006-06-16,Garfield: A Tail of Two Kitties,60000000,147985373,28426747
1334,2006-06-16,The Lake House,40000000,114830111,52330111
1666,2006-06-16,Nacho Libre,32000000,99296462,80197993
5055,2006-06-16,Wordplay,500000,3177636,3121270
478,2006-06-23,Click,82500000,237685089,137355633
3435,2006-06-23,Krrish,10000000,32430721,1430721
4617,2006-06-23,Say Uncle,2000000,5361,5361
19,2006-06-28,Superman Returns,232000000,374085065,200120000
4578,2006-06-28,Strangers with Candy,2000000,2077844,2072645
4873,2006-06-28,Who Killed the Electric Car?,1000000,1849392,1678874
5200,2006-06-28,The Motel,250000,51540,51540
1516,2006-06-30,The Devil Wears Prada,35000000,326073155,124740460
5288,2006-06-30,The Blood of My Brother: A Story of Death in Iraq,120000,0,0
1535,2006-07-04,The Benchwarmers,35000000,65063726,59843754
1788,2006-07-04,Take the Lead,30000000,65390493,34742066
1948,2006-07-04,Lucky Number Slevin,27000000,55495466,22495466
3808,2006-07-04,Friends with Money,6500000,18110152,13368437
4367,2006-07-04,Phat Girlz,3000000,7301115,7061128
4779,2006-07-04,Simon,1300000,1738663,4055
23,2006-07-07,Pirates of the Caribbean: Dead Man’s Chest,225000000,1066215812,423315812
2476,2006-07-07,A Scanner Darkly,20000000,7405084,5501616
4900,2006-07-07,Once in a Lifetime: the Extraordinary Story of the New York Cosmos,1000000,215559,144601
755,2006-07-14,Little Man,64000000,101636047,58636047
971,2006-07-14,"You, Me and Dupree",54000000,130402010,75802010
3460,2006-07-14,Edmond,10000000,241719,131719
4054,2006-07-14,The Oh in Ohio,5000000,648183,418689
592,2006-07-21,Monster House,75000000,141267370,73661010
601,2006-07-21,Lady in the Water,75000000,72785169,42285169
1804,2006-07-21,My Super Ex-Girlfriend,30000000,60772856,22530295
3981,2006-07-21,Clerks II,5000000,27342246,24148068
5246,2006-07-21,The Case of the Grinning Cat,200000,7033,7033
3600,2006-07-26,Little Miss Sunshine,8000000,100642353,59891098
208,2006-07-28,Miami Vice,135000000,163818556,63478838
1202,2006-07-28,The Ant Bully,45000000,49610898,28142535
4184,2006-07-28,Scoop,4000000,40103262,10525717
2393,2006-08-09,The Covenant,20000000,38164784,23364784
3911,2006-08-09,Tom yum goong,5700000,43044087,12044087
4596,2006-08-09,Sherrybaby,2000000,759504,199176
4995,2006-08-09,Iraq for Sale: The War Profiteers,775000,0,0
351,2006-08-12,Blood Diamond,100000000,171377916,57377916
458,2006-08-12,The Holiday,85000000,205190324,63280000
1338,2006-08-12,Apocalypto,40000000,121032272,50866635
2099,2006-08-12,Unaccompanied Minors,25000000,21970831,16655224
1648,2006-08-18,Snakes on a Plane,33000000,62020814,34020814
2719,2006-08-18,The Illusionist,16500000,83792062,39868642
3543,2006-08-18,Trust the Man,9000000,2548378,1530535
3660,2006-08-18,10th & Wolf,8000000,143782,54702
1327,2006-08-25,Invincible,40000000,58501127,57806952
2662,2006-08-25,Beerfest,17500000,20159316,19185184
2881,2006-08-25,Idlewild,15000000,12669914,12669914
4964,2006-08-25,The Quiet,900000,381420,381420
5163,2006-08-25,Old Joy,300000,399908,255923
636,2006-09-06,Cars,70000000,461651246,244082982
3359,2006-09-06,A Prairie Home Companion,10000000,26716191,20342852
727,2006-09-08,World Trade Center,65000000,163295654,70278893
863,2006-09-15,The Black Dahlia,60000000,49238525,22672813
1780,2006-09-15,Gridiron Gang,30000000,41457834,38432823
4446,2006-09-15,Artie Lange's Beer League,2800000,475000,475000
4929,2006-09-15,Jimmy and Judy,1000000,0,0
869,2006-09-22,Flyboys,60000000,14816379,13090630
963,2006-09-22,All the King's Men,55000000,9521458,7221458
1629,2006-09-22,Bandidas,35000000,19282590,0
2647,2006-09-22,Renaissance,18000000,2401413,70644
3245,2006-09-22,Jackass: Number Two,11000000,85278712,72778712
3867,2006-09-22,La science des rêves,6000000,15137932,4670644
4326,2006-09-22,Feast,3200000,690872,56131
3847,2006-09-27,The Last King of Scotland,6000000,49155371,17606684
454,2006-09-29,Open Season,85000000,191932158,85105259
661,2006-09-29,The Guardian,70000000,94973540,55011732
2414,2006-09-29,School for Scoundrels,20000000,17807569,17807569
5296,2006-09-29,Facing the Giants,100000,10243159,10178331
2810,2006-09-30,The Queen,15000000,128885873,56441711
517,2006-10-02,The Pink Panther,80000000,158926474,82226474
1040,2006-10-02,Curious George,50000000,71052604,58640119
1051,2006-10-02,Firewall,50000000,82751189,48751189
2037,2006-10-02,Final Destination 3,25000000,112798051,54098051
4613,2006-10-02,London,2000000,12667,12667
813,2006-10-03,The Shaggy Dog,60000000,87123569,61123569
1022,2006-10-03,Failure to Launch,50000000,128402901,88715192
2681,2006-10-03,The Hills Have Eyes,17000000,70355813,41778863
1614,2006-10-11,A Good Year,35000000,42064105,7459300
1775,2006-10-11,Stranger Than Fiction,30000000,53572822,40435190
2715,2006-10-11,FUR: An Imaginary Portrait of Diane Arbus,16800000,2281089,223202
3280,2006-10-11,Copying Beethoven,11000000,6586324,355968
3889,2006-10-11,Come Early Morning,6000000,119452,119452
4573,2006-10-11,Harsh Times,2000000,6225304,3337931
1427,2006-10-13,Alex Rider: Operation Stormbreaker,40000000,20722450,659210
2353,2006-10-13,The Grudge 2,20000000,70743839,39143839
2358,2006-10-13,Man of the Year,20000000,41342180,37442180
2436,2006-10-13,One Night with the King,20000000,13725032,13395961
2864,2006-10-13,The Marine,15000000,22165608,18844784
3086,2006-10-13,Infamous,13000000,2613717,1151330
4103,2006-10-13,Driving Lessons,4700000,239962,239962
5148,2006-10-18,51 Birch Street,350000,84689,84689
983,2006-10-20,Flags of Our Fathers,53000000,63657941,33602376
1333,2006-10-20,The Prestige,40000000,104407366,53089891
1396,2006-10-20,Marie Antoinette,40000000,60862471,15962471
2859,2006-10-20,Flicka,15000000,21896367,21000147
3187,2006-10-20,Running With Scissors,12000000,8706701,6860000
2367,2006-10-27,Babel,20000000,132121212,34302837
3003,2006-10-27,Catch a Fire,14000000,5782198,4299773
3307,2006-10-27,Saw III,10000000,163876815,80238724
1602,2006-11-08,Zoom,35000000,12506188,11989328
2305,2006-11-08,Pulse,20500000,30241435,20264436
3133,2006-11-08,Step Up,12000000,110989157,65328121
3289,2006-11-08,Kabhi Alvida Naa Kehna,10750000,32575443,3275443
4256,2006-11-08,Casa de Areia,3750000,1178175,539285
5012,2006-11-08,Half Nelson,700000,4911725,2697938
5114,2006-11-08,Conversations with Other Women,450000,1297745,379418
323,2006-11-17,Casino Royale,102000000,594420283,167365000
440,2006-11-17,Happy Feet,85000000,385000317,198000317
2994,2006-11-17,Bobby,14000000,20597806,11242801
3190,2006-11-17,For Your Consideration,12000000,5549923,5549923
4196,2006-11-17,Let's Go to Prison,4000000,4630045,4630045
4261,2006-11-21,The History Boys,3700000,13447998,2730296
526,2006-11-22,Déjà Vu,80000000,181038616,64038616
999,2006-11-22,Deck the Halls,51000000,46815807,35093569
1609,2006-11-22,The Fountain,35000000,15461638,10144010
3555,2006-11-22,Opal Dreams,9000000,14443,14443
3592,2006-11-24,Kurtlar vadisi - Irak,8300000,24906717,0
5168,2006-12-04,Sisters in Law,300000,33312,33312
124,2006-12-05,Poseidon,160000000,181674817,60674817
1654,2006-12-05,Goal! The Dream Begins,33000000,27610873,4283255
1916,2006-12-05,Just My Luck,28000000,38159905,17326650
3773,2006-12-05,Wah-Wah,7000000,463039,234750
4037,2006-12-05,Keeping Up with the Steins,5000000,4414753,4339241
4824,2006-12-05,Dead Man's Shoes,1125000,414736,6408
345,2006-12-15,Eragon,100000000,249488115,75030163
479,2006-12-15,Charlotte's Web,82500000,143985708,82985708
587,2006-12-15,Dreamgirls,75000000,155708695,103365956
910,2006-12-15,The Pursuit of Happyness,55000000,307325633,162586036
